global_step,mcc,train_loss,eval_loss,classification_report
66,0.1705901305728341,1.1782264709472656,1.2265991431016188,"              precision    recall  f1-score   support

         0.0       0.24      0.86      0.37        21
         1.0       0.50      0.50      0.50        24
         2.0       0.00      0.00      0.00        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.30       100
   macro avg       0.18      0.34      0.22       100
weighted avg       0.17      0.30      0.20       100
"
132,0.19497605868989284,1.6392006874084473,1.1238632110448985,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       1.00      0.12      0.22        24
         2.0       0.52      1.00      0.68        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.53       100
   macro avg       0.38      0.28      0.23       100
weighted avg       0.50      0.53      0.39       100
"
198,0.34866398175101815,1.5593302249908447,0.9693024112628057,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       1.00      0.38      0.55        24
         2.0       0.55      1.00      0.71        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.59       100
   macro avg       0.39      0.34      0.31       100
weighted avg       0.51      0.59      0.49       100
"
264,0.345889285072563,0.7839288711547852,0.9554318189620972,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       0.86      0.50      0.63        24
         2.0       0.56      0.96      0.71        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.60       100
   macro avg       0.35      0.36      0.33       100
weighted avg       0.48      0.60      0.50       100
"
330,0.47892639177089114,0.9942158460617065,0.8865791009022639,"              precision    recall  f1-score   support

         0.0       0.65      0.52      0.58        21
         1.0       0.75      0.62      0.68        24
         2.0       0.67      0.84      0.74        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.68       100
   macro avg       0.52      0.50      0.50       100
weighted avg       0.65      0.68      0.66       100
"
396,0.5371152397391373,0.3793317675590515,0.8095279335975647,"              precision    recall  f1-score   support

         0.0       0.56      0.67      0.61        21
         1.0       0.88      0.58      0.70        24
         2.0       0.73      0.86      0.79        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.54      0.53      0.52       100
weighted avg       0.69      0.71      0.69       100
"
462,0.5278999092409965,0.9626449346542358,0.8701742910421811,"              precision    recall  f1-score   support

         0.0       0.56      0.71      0.63        21
         1.0       0.75      0.62      0.68        24
         2.0       0.75      0.80      0.78        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.70       100
   macro avg       0.52      0.53      0.52       100
weighted avg       0.67      0.70      0.68       100
"
528,0.5136062603841807,0.014854470267891884,1.182018776352589,"              precision    recall  f1-score   support

         0.0       0.67      0.57      0.62        21
         1.0       0.75      0.62      0.68        24
         2.0       0.69      0.86      0.77        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.70       100
   macro avg       0.53      0.51      0.52       100
weighted avg       0.67      0.70      0.68       100
"
594,0.44728354425209654,0.005683476105332375,1.5266011380232298,"              precision    recall  f1-score   support

         0.0       0.57      0.62      0.59        21
         1.0       0.60      0.62      0.61        24
         2.0       0.71      0.74      0.73        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.65       100
   macro avg       0.47      0.50      0.48       100
weighted avg       0.62      0.65      0.63       100
"
660,0.4757759895288549,0.005039657931774855,1.6553640858485148,"              precision    recall  f1-score   support

         0.0       0.72      0.62      0.67        21
         1.0       0.59      0.67      0.63        24
         2.0       0.70      0.76      0.73        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.67       100
   macro avg       0.50      0.51      0.51       100
weighted avg       0.65      0.67      0.66       100
"
