global_step,mcc,train_loss,eval_loss,classification_report
66,0.3890916877372477,1.048924446105957,0.9954527983298669,"              precision    recall  f1-score   support

         0.0       0.60      0.29      0.39        21
         1.0       0.85      0.46      0.59        24
         2.0       0.60      0.92      0.72        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.63       100
   macro avg       0.51      0.42      0.43       100
weighted avg       0.63      0.63      0.59       100
"
132,0.4239482723723463,1.0610584020614624,0.9802387379682981,"              precision    recall  f1-score   support

         0.0       0.67      0.38      0.48        21
         1.0       0.75      0.50      0.60        24
         2.0       0.62      0.90      0.74        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.65       100
   macro avg       0.51      0.45      0.46       100
weighted avg       0.63      0.65      0.61       100
"
198,0.4256713252646873,1.0820868015289307,1.0530142944592695,"              precision    recall  f1-score   support

         0.0       0.64      0.43      0.51        21
         1.0       0.67      0.58      0.62        24
         2.0       0.65      0.84      0.73        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.65       100
   macro avg       0.49      0.46      0.47       100
weighted avg       0.62      0.65      0.62       100
"
264,0.4609619165322775,0.4218127429485321,1.463346670453365,"              precision    recall  f1-score   support

         0.0       0.60      0.43      0.50        21
         1.0       0.71      0.62      0.67        24
         2.0       0.67      0.86      0.75        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.67       100
   macro avg       0.50      0.48      0.48       100
weighted avg       0.63      0.67      0.64       100
"
330,0.45510331357802225,0.284933865070343,1.631095072397819,"              precision    recall  f1-score   support

         0.0       0.57      0.38      0.46        21
         1.0       0.73      0.67      0.70        24
         2.0       0.73      0.80      0.76        50
         3.0       0.11      0.20      0.14         5

    accuracy                           0.65       100
   macro avg       0.53      0.51      0.51       100
weighted avg       0.66      0.65      0.65       100
"
396,0.44877561749650435,0.003963722847402096,1.815121508561648,"              precision    recall  f1-score   support

         0.0       0.59      0.48      0.53        21
         1.0       0.86      0.50      0.63        24
         2.0       0.71      0.80      0.75        50
         3.0       0.15      0.40      0.22         5

    accuracy                           0.64       100
   macro avg       0.58      0.54      0.53       100
weighted avg       0.69      0.64      0.65       100
"
462,0.4570759895226264,0.001191393006592989,2.017883295050034,"              precision    recall  f1-score   support

         0.0       0.53      0.43      0.47        21
         1.0       0.76      0.67      0.71        24
         2.0       0.69      0.80      0.74        50
         3.0       0.25      0.20      0.22         5

    accuracy                           0.66       100
   macro avg       0.56      0.52      0.54       100
weighted avg       0.65      0.66      0.65       100
"
528,0.5294114092198803,0.0011493358761072159,1.8463283777236938,"              precision    recall  f1-score   support

         0.0       0.60      0.57      0.59        21
         1.0       0.84      0.67      0.74        24
         2.0       0.73      0.80      0.76        50
         3.0       0.33      0.40      0.36         5

    accuracy                           0.70       100
   macro avg       0.63      0.61      0.61       100
weighted avg       0.71      0.70      0.70       100
"
594,0.5131400115111483,0.0012577823363244534,1.9848629098672133,"              precision    recall  f1-score   support

         0.0       0.58      0.52      0.55        21
         1.0       0.88      0.62      0.73        24
         2.0       0.72      0.82      0.77        50
         3.0       0.29      0.40      0.33         5

    accuracy                           0.69       100
   macro avg       0.62      0.59      0.60       100
weighted avg       0.71      0.69      0.69       100
"
660,0.4963596257959974,0.0009008492343127728,2.0054269524721,"              precision    recall  f1-score   support

         0.0       0.58      0.52      0.55        21
         1.0       0.88      0.58      0.70        24
         2.0       0.71      0.82      0.76        50
         3.0       0.29      0.40      0.33         5

    accuracy                           0.68       100
   macro avg       0.61      0.58      0.59       100
weighted avg       0.70      0.68      0.68       100
"
