global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss,auroc,auprc,classification_report
114,71,45,1,20,0.7173336286857425,0.14918644726276398,0.5097155459742579,0.9372909698996655,0.9574986321594636,"              precision    recall  f1-score   support

         0.0       0.69      0.98      0.81        46
         1.0       0.99      0.78      0.87        91

    accuracy                           0.85       137
   macro avg       0.84      0.88      0.84       137
weighted avg       0.89      0.85      0.85       137
"
228,83,42,4,8,0.8094277561800323,0.04190761595964432,0.2774282289254997,0.9569995222169135,0.9770526512376002,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
342,79,43,3,12,0.7735361766232106,0.02356044575572014,0.4740837825261729,0.8928571428571428,0.9474437562993105,"              precision    recall  f1-score   support

         0.0       0.78      0.93      0.85        46
         1.0       0.96      0.87      0.91        91

    accuracy                           0.89       137
   macro avg       0.87      0.90      0.88       137
weighted avg       0.90      0.89      0.89       137
"
456,81,40,6,10,0.745217216170383,0.011298811063170433,0.574095408283837,0.9370520783564262,0.9666625150441862,"              precision    recall  f1-score   support

         0.0       0.80      0.87      0.83        46
         1.0       0.93      0.89      0.91        91

    accuracy                           0.88       137
   macro avg       0.87      0.88      0.87       137
weighted avg       0.89      0.88      0.88       137
"
570,81,41,5,10,0.7633902668780891,0.0013083996018394828,0.6224128109303516,0.9540133779264214,0.9764397375454339,"              precision    recall  f1-score   support

         0.0       0.80      0.89      0.85        46
         1.0       0.94      0.89      0.92        91

    accuracy                           0.89       137
   macro avg       0.87      0.89      0.88       137
weighted avg       0.90      0.89      0.89       137
"
684,73,43,3,18,0.7002995426533792,0.0004319620202295482,0.9420546625654728,0.921165790731008,0.9659495662163728,"              precision    recall  f1-score   support

         0.0       0.70      0.93      0.80        46
         1.0       0.96      0.80      0.87        91

    accuracy                           0.85       137
   macro avg       0.83      0.87      0.84       137
weighted avg       0.87      0.85      0.85       137
"
798,83,42,4,8,0.8094277561800323,2.4079976356006227e-05,0.6579019980603739,0.9259436215957955,0.9654319384701869,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
912,83,42,4,8,0.8094277561800323,0.0003931584651581943,0.7066834763736551,0.9443382704252269,0.9740418668445203,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
1026,81,42,4,10,0.7816043403801035,7.747979543637484e-05,0.8278899866346213,0.9340659340659342,0.9702279269359627,"              precision    recall  f1-score   support

         0.0       0.81      0.91      0.86        46
         1.0       0.95      0.89      0.92        91

    accuracy                           0.90       137
   macro avg       0.88      0.90      0.89       137
weighted avg       0.90      0.90      0.90       137
"
1140,82,42,4,9,0.7953635064263307,7.10824751877226e-05,0.8306065900378852,0.942427138079312,0.9671422341682553,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1254,81,42,4,10,0.7816043403801035,2.9523402190534398e-05,0.8773451302680415,0.9482799808886766,0.9722559770519028,"              precision    recall  f1-score   support

         0.0       0.81      0.91      0.86        46
         1.0       0.95      0.89      0.92        91

    accuracy                           0.90       137
   macro avg       0.88      0.90      0.89       137
weighted avg       0.90      0.90      0.90       137
"
1368,81,42,4,10,0.7816043403801035,1.0132737770618405e-05,0.9014552414172007,0.9470855231724796,0.9720416965538152,"              precision    recall  f1-score   support

         0.0       0.81      0.91      0.86        46
         1.0       0.95      0.89      0.92        91

    accuracy                           0.90       137
   macro avg       0.88      0.90      0.89       137
weighted avg       0.90      0.90      0.90       137
"
1482,82,42,4,9,0.7953635064263307,3.0119588700472377e-05,0.9051338643145956,0.946607740086001,0.9722017739654012,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1596,82,42,4,9,0.7953635064263307,1.8318218280910514e-05,0.9136671749708714,0.949593884376493,0.975698942630276,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1710,82,42,4,9,0.7953635064263307,2.113937443937175e-05,0.9169217493256636,0.9499522216913521,0.975964462654471,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
