global_step,mcc,train_loss,eval_loss,classification_report
66,0.2522395473283952,0.9867701530456543,1.1028209512050335,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       0.80      0.33      0.47        24
         2.0       0.53      0.96      0.69        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.56       100
   macro avg       0.33      0.32      0.29       100
weighted avg       0.46      0.56      0.46       100
"
132,0.38815217908292887,1.0247011184692383,1.0713316660660963,"              precision    recall  f1-score   support

         0.0       0.34      0.90      0.49        21
         1.0       0.77      0.42      0.54        24
         2.0       0.81      0.50      0.62        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.54       100
   macro avg       0.48      0.46      0.41       100
weighted avg       0.66      0.54      0.54       100
"
198,0.5760180650362704,0.7445840835571289,0.8655301630496979,"              precision    recall  f1-score   support

         0.0       0.62      0.76      0.68        21
         1.0       0.73      0.67      0.70        24
         2.0       0.79      0.82      0.80        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.73       100
   macro avg       0.53      0.56      0.55       100
weighted avg       0.70      0.73      0.71       100
"
264,0.569648639917553,0.11226862668991089,0.8530801786826208,"              precision    recall  f1-score   support

         0.0       0.71      0.71      0.71        21
         1.0       0.59      0.79      0.68        24
         2.0       0.81      0.76      0.78        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.72       100
   macro avg       0.53      0.57      0.54       100
weighted avg       0.70      0.72      0.70       100
"
330,0.4997522508100251,0.025278253480792046,1.2632532899196331,"              precision    recall  f1-score   support

         0.0       0.75      0.71      0.73        21
         1.0       0.67      0.50      0.57        24
         2.0       0.69      0.84      0.76        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.69       100
   macro avg       0.53      0.51      0.51       100
weighted avg       0.66      0.69      0.67       100
"
396,0.6123090659538417,0.46503180265426636,1.2811044976115227,"              precision    recall  f1-score   support

         0.0       0.80      0.76      0.78        21
         1.0       0.63      0.79      0.70        24
         2.0       0.82      0.80      0.81        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.75       100
   macro avg       0.56      0.59      0.57       100
weighted avg       0.73      0.75      0.74       100
"
462,0.5552005207145881,0.0026337967719882727,1.6156242373757637,"              precision    recall  f1-score   support

         0.0       0.73      0.52      0.61        21
         1.0       0.61      0.79      0.69        24
         2.0       0.82      0.80      0.81        50
         3.0       0.20      0.20      0.20         5

    accuracy                           0.71       100
   macro avg       0.59      0.58      0.58       100
weighted avg       0.72      0.71      0.71       100
"
528,0.5339392105156602,0.003787467023357749,1.70585551026922,"              precision    recall  f1-score   support

         0.0       0.71      0.57      0.63        21
         1.0       0.65      0.71      0.68        24
         2.0       0.81      0.76      0.78        50
         3.0       0.20      0.40      0.27         5

    accuracy                           0.69       100
   macro avg       0.59      0.61      0.59       100
weighted avg       0.72      0.69      0.70       100
"
594,0.5714114244054977,0.0009913155809044838,1.7081675343573666,"              precision    recall  f1-score   support

         0.0       0.70      0.67      0.68        21
         1.0       0.65      0.71      0.68        24
         2.0       0.81      0.78      0.80        50
         3.0       0.33      0.40      0.36         5

    accuracy                           0.72       100
   macro avg       0.62      0.64      0.63       100
weighted avg       0.73      0.72      0.72       100
"
660,0.5479728415003668,0.0035236466210335493,1.7245984511235013,"              precision    recall  f1-score   support

         0.0       0.62      0.62      0.62        21
         1.0       0.68      0.71      0.69        24
         2.0       0.83      0.76      0.79        50
         3.0       0.25      0.40      0.31         5

    accuracy                           0.70       100
   macro avg       0.59      0.62      0.60       100
weighted avg       0.72      0.70      0.71       100
"
