global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss,auroc,auprc,classification_report
114,83,44,2,8,0.8453043966752102,0.056234292685985565,0.23517783974400824,0.9782608695652174,0.9899820949254208,"              precision    recall  f1-score   support

         0.0       0.85      0.96      0.90        46
         1.0       0.98      0.91      0.94        91

    accuracy                           0.93       137
   macro avg       0.91      0.93      0.92       137
weighted avg       0.93      0.93      0.93       137
"
228,75,45,1,16,0.7624979461175692,0.002616806421428919,0.3230006656635346,0.9783803153368371,0.9900345044698008,"              precision    recall  f1-score   support

         0.0       0.74      0.98      0.84        46
         1.0       0.99      0.82      0.90        91

    accuracy                           0.88       137
   macro avg       0.86      0.90      0.87       137
weighted avg       0.90      0.88      0.88       137
"
342,74,46,0,17,0.7705552873728841,0.004048086702823639,0.5702920499283614,0.9684663162924032,0.9870938793106354,"              precision    recall  f1-score   support

         0.0       0.73      1.00      0.84        46
         1.0       1.00      0.81      0.90        91

    accuracy                           0.88       137
   macro avg       0.87      0.91      0.87       137
weighted avg       0.91      0.88      0.88       137
"
456,82,43,3,9,0.8134543685276568,0.0016660252586007118,0.46035531334443175,0.9657190635451505,0.9856672562420504,"              precision    recall  f1-score   support

         0.0       0.83      0.93      0.88        46
         1.0       0.96      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.92      0.90       137
weighted avg       0.92      0.91      0.91       137
"
570,82,44,2,9,0.8316053195791901,0.0011344009544700384,0.4762487148642928,0.9640468227424749,0.9852988317375516,"              precision    recall  f1-score   support

         0.0       0.83      0.96      0.89        46
         1.0       0.98      0.90      0.94        91

    accuracy                           0.92       137
   macro avg       0.90      0.93      0.91       137
weighted avg       0.93      0.92      0.92       137
"
684,87,43,3,4,0.886181312784582,0.0008064324501901865,0.35547256829118445,0.965480172001911,0.9839026273125202,"              precision    recall  f1-score   support

         0.0       0.91      0.93      0.92        46
         1.0       0.97      0.96      0.96        91

    accuracy                           0.95       137
   macro avg       0.94      0.95      0.94       137
weighted avg       0.95      0.95      0.95       137
"
798,84,43,3,7,0.8415330261848569,0.00017839731299318373,0.5476478023586727,0.9677496416626852,0.9844932687440975,"              precision    recall  f1-score   support

         0.0       0.86      0.93      0.90        46
         1.0       0.97      0.92      0.94        91

    accuracy                           0.93       137
   macro avg       0.91      0.93      0.92       137
weighted avg       0.93      0.93      0.93       137
"
912,80,43,3,11,0.7865685822203473,0.00010946453403448686,0.7554372973340328,0.9592689918776875,0.9817531876718958,"              precision    recall  f1-score   support

         0.0       0.80      0.93      0.86        46
         1.0       0.96      0.88      0.92        91

    accuracy                           0.90       137
   macro avg       0.88      0.91      0.89       137
weighted avg       0.91      0.90      0.90       137
"
1026,82,42,4,9,0.7953635064263307,5.674201383953914e-05,0.6624513129827392,0.9561634018155757,0.9805200897840247,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1140,82,42,4,9,0.7953635064263307,6.69933797325939e-05,0.6917304355575753,0.9566411849020544,0.9807818005197717,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1254,83,42,4,8,0.8094277561800323,9.536125435261056e-05,0.7105735729475984,0.9587912087912087,0.9809244225010729,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
1368,83,42,4,8,0.8094277561800323,8.070031617535278e-05,0.7002293344865191,0.9585523172479693,0.9812152348155239,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
1482,83,42,4,8,0.8094277561800323,4.533761239144951e-05,0.7216141342491432,0.959507883420927,0.9816936769491711,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
1596,83,42,4,8,0.8094277561800323,5.531072383746505e-05,0.7276743115647454,0.9591495461060678,0.9815979958686075,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
1710,83,42,4,8,0.8094277561800323,0.00014280251343734562,0.7304977827781032,0.9592689918776875,0.9815752377098076,"              precision    recall  f1-score   support

         0.0       0.84      0.91      0.87        46
         1.0       0.95      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.91      0.90       137
weighted avg       0.92      0.91      0.91       137
"
