global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss,auroc,auprc,classification_report
114,78,46,0,13,0.8174844779386959,0.1260523796081543,0.23186153571845758,0.9615384615384616,0.9844029598622519,"              precision    recall  f1-score   support

         0.0       0.78      1.00      0.88        46
         1.0       1.00      0.86      0.92        91

    accuracy                           0.91       137
   macro avg       0.89      0.93      0.90       137
weighted avg       0.93      0.91      0.91       137
"
228,86,42,4,5,0.85362383360746,0.22273468971252441,0.351276565998382,0.9677496416626851,0.9865022806331536,"              precision    recall  f1-score   support

         0.0       0.89      0.91      0.90        46
         1.0       0.96      0.95      0.95        91

    accuracy                           0.93       137
   macro avg       0.92      0.93      0.93       137
weighted avg       0.93      0.93      0.93       137
"
342,72,46,0,19,0.7482862923487178,0.5944684743881226,0.3393775642720761,0.9129240324892499,0.9667329912252942,"              precision    recall  f1-score   support

         0.0       0.71      1.00      0.83        46
         1.0       1.00      0.79      0.88        91

    accuracy                           0.86       137
   macro avg       0.85      0.90      0.86       137
weighted avg       0.90      0.86      0.87       137
"
456,90,6,40,1,0.2561826396264598,0.6959241628646851,0.7836406886991527,0.8997849976110845,0.8920980021581028,"              precision    recall  f1-score   support

         0.0       0.86      0.13      0.23        46
         1.0       0.69      0.99      0.81        91

    accuracy                           0.70       137
   macro avg       0.77      0.56      0.52       137
weighted avg       0.75      0.70      0.62       137
"
570,91,1,45,0,0.12060694758440162,0.954899251461029,0.6085041562716166,0.8038700430004777,0.9016652457234073,"              precision    recall  f1-score   support

         0.0       1.00      0.02      0.04        46
         1.0       0.67      1.00      0.80        91

    accuracy                           0.67       137
   macro avg       0.83      0.51      0.42       137
weighted avg       0.78      0.67      0.55       137
"
684,66,46,0,25,0.6854898255132721,0.5144495368003845,0.45887310637368095,0.9190157668418537,0.9555013530712763,"              precision    recall  f1-score   support

         0.0       0.65      1.00      0.79        46
         1.0       1.00      0.73      0.84        91

    accuracy                           0.82       137
   macro avg       0.82      0.86      0.81       137
weighted avg       0.88      0.82      0.82       137
"
798,90,15,31,1,0.46333222542199476,0.6656718254089355,0.5337423591150178,0.7164357381748686,0.7913835680576441,"              precision    recall  f1-score   support

         0.0       0.94      0.33      0.48        46
         1.0       0.74      0.99      0.85        91

    accuracy                           0.77       137
   macro avg       0.84      0.66      0.67       137
weighted avg       0.81      0.77      0.73       137
"
912,90,15,31,1,0.46333222542199476,0.7701787948608398,0.5681190598342154,0.9036072623029145,0.9236875287391382,"              precision    recall  f1-score   support

         0.0       0.94      0.33      0.48        46
         1.0       0.74      0.99      0.85        91

    accuracy                           0.77       137
   macro avg       0.84      0.66      0.67       137
weighted avg       0.81      0.77      0.73       137
"
1026,91,18,28,0,0.5470216966198782,0.29302552342414856,0.5018069860008028,0.849617773530817,0.871841119926561,"              precision    recall  f1-score   support

         0.0       1.00      0.39      0.56        46
         1.0       0.76      1.00      0.87        91

    accuracy                           0.80       137
   macro avg       0.88      0.70      0.71       137
weighted avg       0.84      0.80      0.76       137
"
1140,69,45,1,22,0.6958049137063729,0.13679629564285278,0.4403335352738698,0.9304825609173435,0.9687410349240289,"              precision    recall  f1-score   support

         0.0       0.67      0.98      0.80        46
         1.0       0.99      0.76      0.86        91

    accuracy                           0.83       137
   macro avg       0.83      0.87      0.83       137
weighted avg       0.88      0.83      0.84       137
"
1254,85,39,7,6,0.7862238659215102,0.021993577480316162,0.32447473311589825,0.9266602962255136,0.9498655330965957,"              precision    recall  f1-score   support

         0.0       0.87      0.85      0.86        46
         1.0       0.92      0.93      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.89      0.89       137
weighted avg       0.90      0.91      0.90       137
"
1368,82,42,4,9,0.7953635064263307,0.12826111912727356,0.3040534266167217,0.9156712852365025,0.9232158777811585,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1482,81,39,7,10,0.7270745115544037,0.10677643120288849,0.38758933833903736,0.9162685140946012,0.9486417934130283,"              precision    recall  f1-score   support

         0.0       0.80      0.85      0.82        46
         1.0       0.92      0.89      0.91        91

    accuracy                           0.88       137
   macro avg       0.86      0.87      0.86       137
weighted avg       0.88      0.88      0.88       137
"
1596,82,41,5,9,0.7773224861752076,0.09980243444442749,0.3371285767190986,0.9427854753941709,0.9698324655219361,"              precision    recall  f1-score   support

         0.0       0.82      0.89      0.85        46
         1.0       0.94      0.90      0.92        91

    accuracy                           0.90       137
   macro avg       0.88      0.90      0.89       137
weighted avg       0.90      0.90      0.90       137
"
1710,83,41,5,8,0.7915673623688765,0.7749008536338806,0.3180488521854083,0.9101767797419971,0.9335303858030275,"              precision    recall  f1-score   support

         0.0       0.84      0.89      0.86        46
         1.0       0.94      0.91      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.90      0.90       137
weighted avg       0.91      0.91      0.91       137
"
