global_step,mcc,train_loss,eval_loss,classification_report
66,0.33352571583567003,1.1389648914337158,1.1716590477870061,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       0.91      0.42      0.57        24
         2.0       0.55      0.98      0.71        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.59       100
   macro avg       0.36      0.35      0.32       100
weighted avg       0.49      0.59      0.49       100
"
132,0.22170125950725125,1.3643653392791748,1.1488561905347383,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       0.61      0.46      0.52        24
         2.0       0.54      0.88      0.67        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.55       100
   macro avg       0.29      0.33      0.30       100
weighted avg       0.41      0.55      0.46       100
"
198,0.2491600204303572,1.389265537261963,1.1158824104529161,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       0.73      0.33      0.46        24
         2.0       0.54      0.96      0.69        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.56       100
   macro avg       0.32      0.32      0.29       100
weighted avg       0.44      0.56      0.46       100
"
264,0.4794394466383227,0.7424306869506836,0.9134326806435218,"              precision    recall  f1-score   support

         0.0       0.90      0.43      0.58        21
         1.0       0.68      0.54      0.60        24
         2.0       0.65      0.92      0.76        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.68       100
   macro avg       0.56      0.47      0.49       100
weighted avg       0.68      0.68      0.65       100
"
330,0.5049308750877112,0.27317947149276733,0.9502189709590032,"              precision    recall  f1-score   support

         0.0       0.49      0.81      0.61        21
         1.0       0.65      0.71      0.68        24
         2.0       0.82      0.64      0.72        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.66       100
   macro avg       0.49      0.54      0.50       100
weighted avg       0.67      0.66      0.65       100
"
396,0.5075084848028696,0.7673861980438232,0.994434545819576,"              precision    recall  f1-score   support

         0.0       0.71      0.57      0.63        21
         1.0       0.62      0.75      0.68        24
         2.0       0.72      0.78      0.75        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.69       100
   macro avg       0.51      0.53      0.52       100
weighted avg       0.66      0.69      0.67       100
"
462,0.517399662380582,0.06928630918264389,1.30430030135008,"              precision    recall  f1-score   support

         0.0       0.68      0.62      0.65        21
         1.0       0.87      0.54      0.67        24
         2.0       0.69      0.88      0.77        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.70       100
   macro avg       0.56      0.51      0.52       100
weighted avg       0.70      0.70      0.68       100
"
528,0.46324747814227246,0.11089422553777695,1.5044377262775714,"              precision    recall  f1-score   support

         0.0       0.67      0.57      0.62        21
         1.0       0.80      0.50      0.62        24
         2.0       0.65      0.86      0.74        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.67       100
   macro avg       0.53      0.48      0.49       100
weighted avg       0.66      0.67      0.65       100
"
594,0.5132507305900156,1.0289571285247803,1.7306868531383002,"              precision    recall  f1-score   support

         0.0       0.67      0.76      0.71        21
         1.0       0.92      0.50      0.65        24
         2.0       0.69      0.80      0.74        50
         3.0       0.20      0.20      0.20         5

    accuracy                           0.69       100
   macro avg       0.62      0.57      0.58       100
weighted avg       0.72      0.69      0.69       100
"
660,0.5321481160465354,0.002432438777759671,1.6900741437879891,"              precision    recall  f1-score   support

         0.0       0.68      0.81      0.74        21
         1.0       0.87      0.54      0.67        24
         2.0       0.71      0.78      0.74        50
         3.0       0.20      0.20      0.20         5

    accuracy                           0.70       100
   macro avg       0.61      0.58      0.59       100
weighted avg       0.72      0.70      0.70       100
"
