global_step,mcc,train_loss,eval_loss,classification_report
66,0.2932431329920109,1.52008855342865,1.0762346203510578,"              precision    recall  f1-score   support

         0.0       0.00      0.00      0.00        21
         1.0       0.73      0.46      0.56        24
         2.0       0.55      0.94      0.70        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.58       100
   macro avg       0.32      0.35      0.32       100
weighted avg       0.45      0.58      0.48       100
"
132,0.4629489769118562,1.8194793462753296,0.8893673442877256,"              precision    recall  f1-score   support

         0.0       0.45      0.95      0.62        21
         1.0       0.82      0.38      0.51        24
         2.0       0.76      0.68      0.72        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.63       100
   macro avg       0.51      0.50      0.46       100
weighted avg       0.67      0.63      0.61       100
"
198,0.5755305317862863,0.4152480959892273,0.7809739479651818,"              precision    recall  f1-score   support

         0.0       0.67      0.86      0.75        21
         1.0       0.91      0.42      0.57        24
         2.0       0.73      0.90      0.80        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.73       100
   macro avg       0.58      0.54      0.53       100
weighted avg       0.72      0.73      0.70       100
"
264,0.5491808736886226,0.3107917010784149,0.8585944336194259,"              precision    recall  f1-score   support

         0.0       0.54      0.71      0.61        21
         1.0       0.73      0.67      0.70        24
         2.0       0.80      0.80      0.80        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.52      0.55      0.53       100
weighted avg       0.69      0.71      0.70       100
"
330,0.5465541223543803,0.20025983452796936,0.9524116791211642,"              precision    recall  f1-score   support

         0.0       0.59      0.81      0.68        21
         1.0       0.87      0.54      0.67        24
         2.0       0.75      0.82      0.78        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.55      0.54      0.53       100
weighted avg       0.70      0.71      0.69       100
"
396,0.5580353837394191,1.0142982006072998,1.3236848299319928,"              precision    recall  f1-score   support

         0.0       0.56      0.71      0.63        21
         1.0       0.83      0.62      0.71        24
         2.0       0.76      0.84      0.80        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.72       100
   macro avg       0.54      0.54      0.53       100
weighted avg       0.70      0.72      0.70       100
"
462,0.5059048024675488,0.010210162959992886,1.5409773129683275,"              precision    recall  f1-score   support

         0.0       0.63      0.57      0.60        21
         1.0       0.68      0.71      0.69        24
         2.0       0.73      0.80      0.76        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.69       100
   macro avg       0.51      0.52      0.51       100
weighted avg       0.66      0.69      0.67       100
"
528,0.5557160040237253,0.2458937168121338,1.3958211538310235,"              precision    recall  f1-score   support

         0.0       0.58      0.71      0.64        21
         1.0       0.77      0.71      0.74        24
         2.0       0.81      0.78      0.80        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.54      0.55      0.54       100
weighted avg       0.71      0.71      0.71       100
"
594,0.5370974963156,0.005254853516817093,1.6656640813900874,"              precision    recall  f1-score   support

         0.0       0.67      0.67      0.67        21
         1.0       0.73      0.67      0.70        24
         2.0       0.73      0.82      0.77        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.53      0.54      0.53       100
weighted avg       0.68      0.71      0.69       100
"
660,0.5394803874755686,0.004553276114165783,1.5824015874129076,"              precision    recall  f1-score   support

         0.0       0.67      0.67      0.67        21
         1.0       0.73      0.67      0.70        24
         2.0       0.75      0.82      0.78        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.53      0.54      0.54       100
weighted avg       0.69      0.71      0.70       100
"
