global_step,tp,tn,fp,fn,mcc,train_loss,eval_loss,auroc,auprc,classification_report
114,89,35,11,2,0.785921999987718,0.15789957344532013,0.372919417038146,0.9199713330148114,0.8931697478888223,"              precision    recall  f1-score   support

         0.0       0.95      0.76      0.84        46
         1.0       0.89      0.98      0.93        91

    accuracy                           0.91       137
   macro avg       0.92      0.87      0.89       137
weighted avg       0.91      0.91      0.90       137
"
228,77,42,4,14,0.7293193864240919,2.4696192741394043,0.42148922742085737,0.9409937888198757,0.9561789169472968,"              precision    recall  f1-score   support

         0.0       0.75      0.91      0.82        46
         1.0       0.95      0.85      0.90        91

    accuracy                           0.87       137
   macro avg       0.85      0.88      0.86       137
weighted avg       0.88      0.87      0.87       137
"
342,82,43,3,9,0.8134543685276568,0.0028784337919205427,0.3851741967567553,0.9648829431438127,0.9826528310311928,"              precision    recall  f1-score   support

         0.0       0.83      0.93      0.88        46
         1.0       0.96      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.92      0.90       137
weighted avg       0.92      0.91      0.91       137
"
456,81,41,5,10,0.7633902668780891,0.001550840213894844,0.5436217561784562,0.9297658862876254,0.912729458691388,"              precision    recall  f1-score   support

         0.0       0.80      0.89      0.85        46
         1.0       0.94      0.89      0.92        91

    accuracy                           0.89       137
   macro avg       0.87      0.89      0.88       137
weighted avg       0.90      0.89      0.89       137
"
570,82,43,3,9,0.8134543685276568,0.000336429919116199,0.5548990019209062,0.9554467271858575,0.9794017811827093,"              precision    recall  f1-score   support

         0.0       0.83      0.93      0.88        46
         1.0       0.96      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.90      0.92      0.90       137
weighted avg       0.92      0.91      0.91       137
"
684,82,37,9,9,0.7054467271858577,0.00045815110206604004,0.7538772079832496,0.9372909698996655,0.9603115338311667,"              precision    recall  f1-score   support

         0.0       0.80      0.80      0.80        46
         1.0       0.90      0.90      0.90        91

    accuracy                           0.87       137
   macro avg       0.85      0.85      0.85       137
weighted avg       0.87      0.87      0.87       137
"
798,79,45,1,12,0.8109407399419135,0.0001202343191835098,0.6734608375797203,0.9394409937888198,0.971368194728381,"              precision    recall  f1-score   support

         0.0       0.79      0.98      0.87        46
         1.0       0.99      0.87      0.92        91

    accuracy                           0.91       137
   macro avg       0.89      0.92      0.90       137
weighted avg       0.92      0.91      0.91       137
"
912,82,42,4,9,0.7953635064263307,0.0003038410213775933,0.6763616496262128,0.9445771619684663,0.9741303630426077,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1026,82,42,4,9,0.7953635064263307,0.00013564544497057796,0.6899263311182343,0.9525800286669852,0.9786557824177727,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1140,82,42,4,9,0.7953635064263307,9.182435314869508e-05,0.6962473548897429,0.9537744863831821,0.9788096633905281,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1254,82,42,4,9,0.7953635064263307,0.0003072962281294167,0.7017403228261779,0.9547300525561396,0.9793421131539938,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1368,82,42,4,9,0.7953635064263307,3.476876736385748e-05,0.7046448959552234,0.9550883898709985,0.9791945981954,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1482,82,42,4,9,0.7953635064263307,0.00011566412285901606,0.7066720416757258,0.9540133779264215,0.9786429476952705,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1596,82,42,4,9,0.7953635064263307,5.0543207180453464e-05,0.7080987256809345,0.9541328236980411,0.9787149353351737,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
1710,82,42,4,9,0.7953635064263307,5.717849126085639e-05,0.7083772433863689,0.9547300525561395,0.9791248413505794,"              precision    recall  f1-score   support

         0.0       0.82      0.91      0.87        46
         1.0       0.95      0.90      0.93        91

    accuracy                           0.91       137
   macro avg       0.89      0.91      0.90       137
weighted avg       0.91      0.91      0.91       137
"
