global_step,mcc,train_loss,eval_loss,classification_report
66,0.07463348331316134,1.132432460784912,1.136058536859659,"              precision    recall  f1-score   support

         0.0       1.00      0.05      0.09        21
         1.0       0.37      0.58      0.45        24
         2.0       0.48      0.58      0.52        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.44       100
   macro avg       0.46      0.30      0.27       100
weighted avg       0.54      0.44      0.39       100
"
132,0.5376269561944622,1.2763428688049316,0.9398741469933436,"              precision    recall  f1-score   support

         0.0       0.68      0.71      0.70        21
         1.0       0.70      0.67      0.68        24
         2.0       0.73      0.80      0.76        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.71       100
   macro avg       0.53      0.55      0.54       100
weighted avg       0.67      0.71      0.69       100
"
198,0.5189807576633636,0.23629991710186005,0.9041306743255029,"              precision    recall  f1-score   support

         0.0       0.65      0.71      0.68        21
         1.0       0.92      0.46      0.61        24
         2.0       0.68      0.88      0.77        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.70       100
   macro avg       0.56      0.51      0.51       100
weighted avg       0.70      0.70      0.67       100
"
264,0.3901026807885154,0.1283012181520462,1.3152651167832887,"              precision    recall  f1-score   support

         0.0       0.58      0.52      0.55        21
         1.0       0.53      0.67      0.59        24
         2.0       0.68      0.68      0.68        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.61       100
   macro avg       0.45      0.47      0.46       100
weighted avg       0.59      0.61      0.60       100
"
330,0.46397095059607607,0.008675845339894295,1.4076840694134052,"              precision    recall  f1-score   support

         0.0       0.63      0.57      0.60        21
         1.0       0.61      0.71      0.65        24
         2.0       0.71      0.74      0.73        50
         3.0       0.00      0.00      0.00         5

    accuracy                           0.66       100
   macro avg       0.49      0.50      0.49       100
weighted avg       0.63      0.66      0.65       100
"
396,0.5222265420021616,0.3075493574142456,1.677406632556365,"              precision    recall  f1-score   support

         0.0       0.60      0.57      0.59        21
         1.0       0.80      0.67      0.73        24
         2.0       0.72      0.82      0.77        50
         3.0       0.33      0.20      0.25         5

    accuracy                           0.70       100
   macro avg       0.61      0.56      0.58       100
weighted avg       0.69      0.70      0.69       100
"
462,0.4992259741685707,0.003766502719372511,1.8331525509174054,"              precision    recall  f1-score   support

         0.0       0.60      0.57      0.59        21
         1.0       0.88      0.58      0.70        24
         2.0       0.67      0.84      0.74        50
         3.0       1.00      0.20      0.33         5

    accuracy                           0.69       100
   macro avg       0.79      0.55      0.59       100
weighted avg       0.72      0.69      0.68       100
"
528,0.49693556404565176,0.002377469791099429,1.9157321266829967,"              precision    recall  f1-score   support

         0.0       0.58      0.52      0.55        21
         1.0       0.73      0.67      0.70        24
         2.0       0.72      0.78      0.75        50
         3.0       0.40      0.40      0.40         5

    accuracy                           0.68       100
   macro avg       0.61      0.59      0.60       100
weighted avg       0.68      0.68      0.68       100
"
594,0.49586498652966404,0.0010840228060260415,1.9651011509390979,"              precision    recall  f1-score   support

         0.0       0.60      0.57      0.59        21
         1.0       0.75      0.62      0.68        24
         2.0       0.71      0.78      0.74        50
         3.0       0.40      0.40      0.40         5

    accuracy                           0.68       100
   macro avg       0.61      0.59      0.60       100
weighted avg       0.68      0.68      0.68       100
"
660,0.49774804742443296,0.00815692637115717,1.9842650982049794,"              precision    recall  f1-score   support

         0.0       0.60      0.57      0.59        21
         1.0       0.79      0.62      0.70        24
         2.0       0.71      0.78      0.74        50
         3.0       0.33      0.40      0.36         5

    accuracy                           0.68       100
   macro avg       0.61      0.59      0.60       100
weighted avg       0.69      0.68      0.68       100
"
